V1,V2,V3,V4,V5,V6,V7,V8
3041.75,3031.75,3087.75,3131.75,3137.75,3153.75,3181.75,3207.75
5593.9,5494.9,5621.7,5683.4,5707.4,5851.4,5927.4,5973.4
5422.94,5553.98,5551.98,5557.98,5643.98,5681.98,5707.98,5733.98
4683.4,4713.4,4747.4,4749.4,4769.4,4791.4,4851.4,4777.4
3557.75,4003.75,3757.75,4203.75,3557.75,4003.75,3807.75,4201.75
1767.0,1687.0,1677.0,1643.0,1627.0,1621.0,1645.0,1661.0
6651.85,6705.95,6733.85,6701.85,6657.85,6703.85,6729.85,6737.85
6207.8,6281.8,6377.8,6413.8,5981.7,6201.7,6297.7,6353.7
11355.75,11355.75,11375.75,11385.75,11395.75,11415.75,11455.75,11535.75
1937.4,1783.7,1873.4,1877.7,1943.4,1893.4,1983.4,1977.4
4231.9,4433.7,4653.7,4741.7,4433.7,4493.7,4651.7,4747.7
2231.7,2293.7,2557.7,2537.7,2357.7,2433.7,2623.7,2637.7
3954.98,4232.98,4281.98,4381.98,3955.98,4237.98,4431.98,4237.98
1857.7,1893.7,1927.7,1957.7,1977.7,2005.7,2037.7,2063.7
2172.125,2182.125,2207.125,2201.125,2255.125,2235.125,2265.125,2245.125
6000.75,6200.75,6375.75,6400.75,6000.75,6400.75,6650.75,6550.75
3352.95,3457.95,3803.95,3895.95,3435.95,3667.95,4131.95,4153.95
3794.7,3563.7,3464.7,3423.7,3557.7,3455.7,3433.7,3417.7
6627.75,6867.75,6883.75,6933.75,6657.75,6707.75,6797.75,6867.75
3551.75,3737.75,3877.75,3927.75,3925.75,3945.75,3975.75,3995.75
7504.8,7841.8,8241.8,8484.8,8351.8,8431.8,8481.8,8551.8
20465.145,20185.154,20395.137,20715.09,20755.117,20995.154,21215.186,21385.117
21880.75,22075.75,22495.75,22665.75,22695.75,23005.75,23285.75,23555.75
2407.75,2357.75,2353.75,2351.75,2401.75,2427.75,2471.75,2487.75
3551.8,3457.8,3467.8,3453.8,3455.8,3427.8,3453.8,3437.8
3737.2,3807.9,3854.7,3921.7,3951.7,3991.4,4052.2,4071.8
2167.75,2241.75,2357.75,2357.75,2307.75,2357.75,2397.75,2473.75
3785.75,3740.75,3735.75,3665.75,3685.75,3820.75,3925.75,3955.75
1700.75,1200.75,1450.75,1800.75,1450.75,1500.75,1550.75,1750.75
8862.75,8952.75,9133.75,9437.75,9347.75,9507.75,9557.75,9593.75
4700.75,4745.75,4795.75,4755.75,4760.75,4790.75,4850.75,4890.75
1003.75,989.75,989.75,987.75,987.75,985.75,983.75,982.75
15740.75,15570.75,15895.75,16275.75,16200.75,16375.75,16495.75,16775.75
9187.75,8883.75,9151.75,9181.75,9181.75,9117.75,9187.75,9191.75
11380.75,10855.75,11360.75,11680.75,11755.75,11355.75,11875.75,12075.75
2610.75,3100.75,2550.75,2580.75,2670.75,3200.75,2620.75,2650.75
2060.75,2000.75,1985.75,2080.75,2100.75,2035.75,2055.75,2130.75
9894.7,9585.7,9675.7,9585.7,9675.7,9755.7,9835.7,9915.7
12563.75,12907.75,13047.75,13359.75,13459.75,13705.75,13785.75,13955.75
6200.75,6000.75,5200.75,5700.75,6500.75,6300.75,5350.75,5900.75
1780.75,1800.75,1830.75,1860.75,1890.75,1920.75,1955.75,1985.75
12685.75,13055.75,13335.75,13555.75,13755.75,13955.75,14255.75,14555.75
7897.75,7951.75,8071.75,8177.75,8351.75,8427.75,8503.75,8631.75
4799.75,4893.75,4983.75,5071.75,5157.75,5223.75,5299.75,5395.75
3401.75,3437.75,3481.75,3554.75,3581.75,3624.75,3657.75,3683.75
9580.75,12050.75,9380.75,9550.75,9735.75,12175.75,9490.75,9645.75
1670.75,1850.75,1710.75,1710.75,1710.75,1930.75,1740.75,1730.75
9700.75,9700.75,9900.75,10050.75,10100.75,10110.75,10155.75,10225.75
1344.75,1331.75,1307.75,1347.75,1357.75,1353.75,1343.75,1371.75
3600.75,3550.75,3640.75,3690.75,3725.75,3750.75,3800.75,3825.75
2337.75,2373.75,2423.75,2459.75,2487.75,2527.75,2557.75,2587.75
2554.75,2561.75,2571.75,2577.75,2583.75,2591.75,2601.75,2607.75
5600.75,6900.75,5400.75,5500.75,5700.75,7000.75,5700.75,5600.75
5854.75,5852.75,5920.75,5957.75,6007.75,6041.75,6067.75,6093.75
5350.75,5425.75,5390.75,5460.75,5550.75,5600.75,5625.75,5650.75
2203.185,2173.182,2167.09,2171.94,2181.94,2201.94,2207.94,2233.94
3207.75,3367.75,3233.75,3367.75,3273.75,3453.75,3363.75,3463.75
8131.95,8482.75,8431.75,8351.75,8351.75,8357.75,8353.75,8351.75
1373.75,1377.75,1407.75,1433.75,1451.75,1455.75,1471.75,1481.75
11394.7,11867.4,12067.7,12855.7,11355.7,12095.7,12065.7,12955.7
5700.75,5500.75,5350.75,5700.75,5750.75,5700.75,5650.75,5850.75
6627.971,6693.135,6657.191,6707.167,6697.151,6701.187,6733.183,6727.133
7385.75,8171.75,9171.75,10055.75,7500.75,8791.75,9611.75,10595.75
2912.98,2861.98,2847.98,2737.98,2873.98,2837.98,2873.98,2833.98
2863.85,2737.85,2833.85,3152.85,2883.85,3041.85,3131.85,3367.85
11945.7,12055.7,11395.7,12095.7,12055.7,12095.7,12065.7,12085.7
3117.7,3043.8,3057.7,3003.7,2887.7,2823.7,2873.7,2857.7
6362.125,6383.75,6391.75,6387.75,6383.75,6424.75,6461.75,6561.75
10795.75,10855.75,11335.75,11395.75,11455.75,11615.75,11685.75,11755.75
13385.94,13485.94,13835.94,13935.94,13785.94,13875.94,14055.94,14255.94
3364.95,3364.95,3653.95,3833.95,3397.95,3557.95,3991.95,3947.95
14855.92,14575.66,15775.92,15895.92,16285.92,15775.92,16775.92,16975.92
5397.8,5293.8,5393.8,5521.8,5591.8,5597.8,5671.8,5707.8
6627.85,6703.85,6783.85,6877.85,6667.85,6723.85,6781.85,6857.85
3557.92,3717.4,3823.8,3931.8,4015.8,4079.8,4177.8,4233.8
17547.98,18695.98,18255.98,19995.98,17995.98,19295.98,18975.98,20195.98
16755.2,16915.7,17055.4,17215.7,17375.7,17555.7,17675.7,17855.7
6724.94,6681.94,6867.94,6931.94,6707.94,6723.94,6881.94,6887.94
1337.186,1297.139,1332.144,1333.187,1372.199,1377.193,1367.185,1373.187
1373.75,1333.75,1371.75,1377.75,1377.75,1381.75,1391.75,1393.75
5850.75,5700.75,5930.75,6000.75,6200.75,6300.75,6350.75,6400.75
1333.187,1331.144,1334.144,1342.144,1336.144,1344.144,1351.144,1357.144
1370.75,1340.75,1340.75,1330.75,1370.75,1375.75,1380.75,1385.75
835.98,835.95,835.85,835.75,843.75,847.75,855.75,863.75
15310.75,18950.75,15100.75,15300.75,15775.75,20175.75,15575.75,15775.75
1133.75,1134.75,1137.75,1134.75,1138.75,1142.75,1147.75,1162.75
2870.75,3550.75,2730.75,2760.75,2920.75,3660.75,2840.75,2870.75
2733.9,2831.85,2863.85,2871.85,2777.85,2837.85,2877.85,2887.85
720.75,800.75,950.75,950.75,900.75,950.75,1000.75,1050.75
10849.75,11375.75,12095.75,12075.75,11995.75,12175.75,12595.75,12795.75
2561.75,2571.75,2591.75,2607.75,2621.75,2627.75,2653.75,2671.75
2912.85,2882.85,2861.85,2882.85,2922.85,2937.85,2953.85,2971.85
1205.8,1207.8,1243.4,1247.8,1237.8,1243.8,1251.8,1257.8
3723.8,3643.8,3633.8,3571.8,3727.8,3693.8,3747.8,3727.8
720.8,720.4,736.4,736.8,739.4,750.0,755.4,768.0
3382.75,3232.75,3457.75,3362.75,3362.75,3367.75,3362.75,3367.75
21859.4,22059.4,22395.4,23259.4,23995.4,24775.4,25395.4,25595.4
9870.75,10040.75,10055.75,10100.75,10075.75,10125.75,10210.75,10250.75
9930.75,9890.75,10055.75,10075.75,10085.75,10155.75,10255.75,10285.75
10050.75,10140.75,10210.75,10265.75,10265.75,10355.75,10420.75,10500.75
1007.75,1012.75,1014.75,1021.75,1022.75,1025.75,1032.75,1034.75
9920.75,9870.75,9875.75,10055.75,10055.75,10040.75,10015.75,10100.75
9910.75,9930.75,9950.75,9960.75,9895.75,9965.75,9975.75,10055.75
13440.75,13300.75,13340.75,13500.75,13700.75,13740.75,13800.75,13900.75
8352.75,8351.75,8433.75,8431.75,8483.75,8541.75,8587.75,8633.75
11067.5,10795.75,11163.75,11185.75,11195.75,11155.75,11235.75,11255.75
3231.5,3137.5,3197.5,3247.5,3364.5,3271.5,3361.5,3391.5
2321.75,2947.75,3222.75,3131.75,2351.75,3101.75,3367.75,3127.75
10060.75,10140.75,10135.75,10200.75,10215.75,10250.75,10315.75,10375.75
2622.75,2250.75,2492.75,2557.75,2735.75,2357.75,2553.75,2625.75
2880.75,2660.75,2830.75,2900.75,2930.75,2750.75,2830.75,2870.75
10080.75,9930.75,9910.75,10085.75,10085.75,10110.75,10200.75,10225.75
11395.75,10795.75,10855.75,11375.75,11675.75,11375.75,11375.75,11675.75
6653.7,6003.7,6221.7,6701.7,6723.7,6273.7,6541.7,6881.7
2040.75,2000.75,1975.75,1950.75,2200.75,2160.75,2130.75,2100.75
6341.7,6401.7,6457.7,6551.7,6567.7,6631.7,6677.7,6703.7
10585.75,10455.75,10375.75,10335.75,10335.75,10325.75,10315.75,10305.75
1984.75,2003.75,2031.75,2057.75,2073.75,2091.75,2107.75,2133.75
9001.75,9115.75,9231.75,9287.75,9353.75,9431.75,9557.75,9653.75
10780.75,10750.75,10835.75,10875.75,10900.75,10965.75,11035.75,11085.75
5290.75,4850.75,5350.75,5550.75,5620.75,5150.75,5400.75,5550.75
1183.75,1203.75,1233.75,1233.75,1205.75,1245.75,1257.75,1257.75
12095.7,11795.7,11395.7,11375.7,11375.7,11395.7,11375.7,11385.7
3830.75,3900.75,3850.75,4000.75,4030.75,4080.75,3990.75,4150.75
10065.85,9383.75,9001.75,8225.75,7850.75,7365.75,6930.75,6465.75
8000.75,10000.75,8100.75,8000.75,8200.75,10100.75,8350.75,8350.75
3667.7,3707.4,3747.4,3823.7,3883.7,3923.7,3963.7,3993.7
3360.75,3100.75,3400.75,3150.75,3360.75,3390.75,3550.75,3450.75
6271.7,6364.7,6460.7,6563.7,6631.7,6700.7,6707.7,6733.7
2820.75,2775.75,2880.75,2875.75,2880.75,2860.75,2920.75,2880.75
1993.75,2081.75,1977.75,2003.75,2121.75,2181.75,2047.75,2083.75
6700.75,7000.75,6700.75,6900.75,6900.75,7200.75,6700.75,6800.75
2180.75,2730.75,2230.75,2235.75,2290.75,2880.75,2250.75,2245.75
11195.7,9597.7,10185.7,10495.7,10885.7,10555.7,10715.7,10785.7
3700.75,3745.75,3665.75,3850.75,3850.75,3920.75,3825.75,3950.75
1873.8958,1892.3997,1891.6248,1921.4307,1931.1117,1934.7073,1954.6393,1963.248
19900.75,20175.75,20575.75,20875.75,21175.75,21375.75,21675.75,21975.75
5550.75,5850.75,5590.75,5850.75,5700.75,6000.75,5650.75,5920.75
9777.7,10159.4,9891.7,10059.4,10055.7,10617.4,10185.7,10635.7
1927.7,1957.7,1987.7,2007.7,2037.7,2057.7,2081.7,2101.7
3960.75,4000.75,4075.75,4130.75,4050.75,4120.75,4185.75,4200.75
7201.75,7557.75,7265.75,7601.75,7367.75,7891.75,7557.75,7857.75
15100.75,15300.75,15500.75,15700.75,15900.75,16075.75,16275.75,16475.75
11805.95,11815.95,11855.95,11875.95,11985.95,12095.95,12155.95,12235.95
4380.75,4230.75,4500.75,4430.75,4385.75,4500.75,4650.75,4675.75
2380.75,2350.75,2470.75,2500.75,2450.75,2475.75,2485.75,2495.75
3885.75,3770.75,3725.75,3925.75,4125.75,4150.75,4230.75,4300.75
16200.75,16355.75,16600.75,16735.75,16855.75,17055.75,17255.75,17455.75
3455.75,3921.75,3035.75,3455.75,3362.75,4002.75,3245.75,3525.75
1570.75,1575.75,1585.75,1610.75,1610.75,1620.75,1630.75,1640.75
10480.75,11340.75,10580.75,13340.75,10700.75,12040.75,10785.75,13370.75
2092.75,2082.75,2087.75,2123.75,2131.75,2135.75,2151.75,2171.75
12900.75,13000.75,13300.75,13400.75,13500.75,13700.75,13800.75,13900.75
1660.75,1675.75,1675.75,1680.75,1690.75,1700.75,1705.75,1710.75
11600.75,11650.75,11675.75,11700.75,11675.75,11750.75,11775.75,11800.75
2030.75,2080.75,2160.75,2230.75,2000.75,2080.75,2200.75,2240.75
2480.75,2475.75,2470.75,2495.75,2495.75,2520.75,2550.75,2575.75
1170.75,1130.75,1160.75,1200.75,1330.75,1370.75,1380.75,1390.75
1940.75,1955.75,1975.75,1990.75,2005.75,2020.75,2035.75,2050.75
15363.75,15019.75,14775.75,15175.75,15795.75,15675.75,15375.75,15575.75
16655.75,16495.75,17055.75,17075.75,17385.75,17475.75,18045.75,18075.75
4857.5,4893.75,4981.75,4987.5,5053.75,5121.75,5137.75,5153.75
10055.75,10255.75,10355.75,10455.75,10555.75,10655.75,10755.75,10855.75
6880.75,7190.75,7070.75,7360.75,7100.75,7600.75,7480.75,7770.75
10175.75,11345.75,9705.75,10795.75,10795.75,12075.75,10075.75,11395.75
10056.75,11913.75,9611.75,11695.75,9873.75,12155.75,9747.75,11895.75
3554.75,3797.75,3703.75,3957.75,3847.75,4007.75,4073.75,4201.75
2770.75,2875.75,2875.75,3000.75,2945.75,3010.75,3055.75,3130.75
4320.75,4250.75,4500.75,4400.75,4650.75,4500.75,4550.75,4450.75
6655.75,6500.75,6650.75,6700.75,6900.75,6700.75,6880.75,6925.75
1871.75,1851.75,1924.75,2011.75,1983.75,2003.75,2055.75,2083.75
11680.75,11855.75,11795.75,12055.75,11985.75,12085.75,12175.75,12085.75
670.75,663.75,665.75,668.75,691.75,693.75,695.75,697.75
3794.75,3813.75,3851.75,3923.75,3887.75,3927.75,3967.75,3991.75
14700.75,14510.75,9300.75,14595.75,14785.75,14885.75,11200.75,14775.75
3865.9,3801.9,3444.9,3861.9,3954.9,3941.9,3554.9,3881.9
9731.75,9921.75,10085.75,10159.75,10355.75,10449.75,10559.75,10707.75
4430.75,4435.75,4500.75,4505.75,4650.75,4700.75,4745.75,4725.75
11071.75,10755.75,10855.75,12567.75,11395.75,11095.75,11255.75,12755.75
11000.75,13300.75,11300.75,11300.75,11300.75,13700.75,11300.75,11300.75
8630.75,8630.75,8660.75,8790.75,8880.75,8950.75,8960.75,9030.75
4940.75,4790.75,5000.75,5350.75,5350.75,5390.75,5550.75,5550.75
7160.75,7075.75,7200.75,7200.75,7360.75,7360.75,7360.75,7360.75
1727.7,1757.7,1787.7,1827.7,1855.7,1885.7,1925.7,1955.7
7360.75,7360.75,7360.75,7360.75,7360.75,7360.75,7360.75,7360.75
6200.75,7360.75,5900.75,6200.75,6400.75,7940.75,6000.75,6300.75
10180.75,10240.75,10260.75,10340.75,10280.75,10340.75,10400.75,10450.75
9360.75,9380.75,9340.75,9410.75,9440.75,9500.75,9550.75,9575.75
10580.75,10650.75,10700.75,10735.75,10715.75,10740.75,10800.75,10855.75
10780.75,10940.75,11065.75,11085.75,11085.75,11245.75,11335.75,11465.75
11250.75,11375.75,11465.75,11655.75,11685.75,11755.75,11855.75,11955.75
10050.75,10000.75,10010.75,10025.75,10040.75,10055.75,10100.75,10115.75
10010.75,9875.75,9775.75,9765.75,9745.75,9725.75,9705.75,9685.75
10700.75,10740.75,10775.75,10825.75,10855.75,10935.75,11000.75,11035.75
10750.75,10855.75,11010.75,11050.75,11085.75,11240.75,11355.75,11455.75
10080.75,10085.75,10100.75,10115.75,10110.75,10135.75,10200.75,10240.75
10180.75,10250.75,10185.75,10340.75,10350.75,10405.75,10395.75,10450.75
10550.75,10600.75,10640.75,10660.75,10665.75,10700.75,10735.75,10755.75
11150.75,11350.75,11455.75,11555.75,11635.75,11755.75,11855.75,11935.75
10570.75,10540.75,10535.75,10555.75,10580.75,10600.75,10610.75,10630.75
10080.75,10050.75,10085.75,10110.75,10085.75,10135.75,10150.75,10165.75
10740.75,10800.75,10850.75,10915.75,10960.75,11035.75,11085.75,11155.75
10780.0,10840.0,10900.0,10940.0,10960.0,11010.0,11060.0,11090.0
10720.75,10700.75,10640.75,10700.75,10750.75,10740.75,10775.75,10800.75
10580.75,10700.75,10745.75,10785.75,10795.75,10935.75,10965.75,11055.75
8920.75,8640.75,9800.75,9920.75,9360.75,9380.75,10080.75,10060.75
10080.75,10055.75,10085.75,10095.75,10085.75,10110.75,10155.75,10165.75
10050.75,10100.75,10130.75,10085.75,10110.75,10150.75,10210.75,10195.75
9180.75,9360.75,9340.75,9280.75,9280.75,9330.75,9380.75,9320.75
9870.75,10040.75,10055.75,10110.75,10115.75,10140.75,10210.75,10255.75
12370.75,12455.75,12655.75,12735.75,12905.75,13000.75,13095.75,13265.75
12050.75,12455.75,12595.75,12585.75,12755.75,13055.75,13175.75,13255.75
11080.75,11140.75,11215.75,11285.75,11340.75,11415.75,11500.75,11585.75
9760.75,9850.75,10095.75,10185.75,9840.75,10040.75,10170.75,10285.75
10040.75,10030.75,10100.75,10095.75,10050.75,10055.75,10115.75,10110.75
918.75,929.75,936.75,939.75,936.75,938.75,943.75,955.75
10640.75,10755.75,10785.75,10855.75,11020.75,11050.75,11085.75,11155.75
9000.75,8795.75,8790.75,8795.75,8940.75,9000.75,9070.75,9150.75
1014.75,1007.75,1008.75,1011.75,1013.75,1012.75,1015.75,1017.75
10470.75,10385.75,10290.75,10085.75,10540.75,10455.75,10385.75,10095.75
11010.75,11035.75,11055.75,11140.75,11185.75,11240.75,11285.75,11350.75
10570.75,10600.75,10630.75,10655.75,10700.75,10715.75,10740.75,10785.75
10585.75,10625.75,10650.75,10700.75,10725.75,10755.75,10800.75,10835.75
9360.75,9180.75,9430.75,9410.75,9180.75,9160.75,9360.75,9440.75
10250.75,10325.75,10285.75,10340.75,10315.75,10355.75,10335.75,10385.75
1007.7,1012.7,1021.7,1024.7,1012.7,1024.7,1031.7,1033.7
9180.75,9185.75,9160.75,9185.75,9175.75,9195.75,9185.75,9195.75
11180.75,11180.75,11350.75,11350.75,11350.75,11350.75,11485.75,11485.75
13740.75,13855.75,14035.75,14255.75,14375.75,14555.75,14655.75,14755.75
10380.75,10385.75,10400.75,10415.75,10450.75,10500.75,10535.75,10555.75
12380.75,12555.75,12755.75,12915.75,13045.75,13155.75,13335.75,13455.75
9440.75,9500.75,9550.75,9590.75,9535.75,9585.75,9595.75,9625.75
11060.75,11140.75,11215.75,11285.75,11355.75,11435.75,11515.75,11595.75
10150.75,10250.75,10300.75,10345.75,10400.75,10455.75,10515.75,10585.75
10050.75,10075.75,10235.75,10295.75,10175.75,10255.75,10355.75,10455.75
10650.75,10735.75,10785.75,10845.75,10795.75,10935.75,11055.75,11085.75
10160.75,10270.75,10450.75,10425.75,10270.75,10385.75,10455.75,10475.75
10060.75,10155.75,10085.75,10075.75,10220.75,10345.75,10285.75,10275.75
972.75,970.75,973.75,973.75,976.75,980.75,986.75,992.75
10740.75,10785.75,10850.75,10910.75,10975.75,11035.75,11095.75,11165.75
10585.75,10655.75,10705.75,10735.75,10755.75,10825.75,10885.75,10955.75
10580.75,10650.75,10700.75,10710.75,10735.75,10775.75,10825.75,10855.75
10150.75,10085.75,10250.75,10285.75,10255.75,10275.75,10295.75,10365.75
8740.75,8430.75,9690.75,9640.75,9000.75,9180.75,10240.75,10140.75
10580.75,10640.75,10700.75,10710.75,10740.75,10755.75,10825.75,10840.75
10080.75,10050.75,10160.75,10165.75,10170.75,10185.75,10245.75,10240.75
9890.75,10055.75,10060.75,10085.75,10085.75,10135.75,10155.75,10165.75
10410.75,10370.75,10355.75,10340.75,10340.75,10400.75,10455.75,10555.75
9700.75,9730.75,9745.75,9705.75,9725.75,9735.75,9745.75,9725.75
11040.75,11075.75,11140.75,11200.75,11240.75,11300.75,11355.75,11440.75
5342.7,5502.7,5357.7,5557.7,5557.7,5627.7,5683.7,5703.7
10813.99,9341.95,8311.85,10780.75,10695.75,10585.75,9560.75,10485.75
10740.75,10785.75,10590.75,10795.75,10855.75,11040.75,11055.75,11085.75
10550.75,10575.75,10610.75,10640.75,10700.75,10740.75,10775.75,10815.75
10850.75,10935.75,11010.75,11035.75,11085.75,11155.75,11215.75,11275.75
10280.75,10350.75,10410.75,10440.75,10385.75,10445.75,10510.75,10555.75
864.75,863.75,855.75,863.75,863.75,868.75,874.75,879.75
9180.75,9185.75,9345.75,9310.75,9345.75,9365.75,9390.75,9435.75
10060.75,10100.75,10100.75,10110.75,10095.75,10130.75,10150.75,10165.75
9360.75,9500.75,9440.75,9590.75,9380.75,9590.75,9590.75,9670.75
810.75,804.75,801.75,793.75,791.75,788.75,785.75,783.75
10780.75,10850.75,11080.75,11120.75,10885.75,11015.75,11195.75,11255.75
11050.75,11085.75,11155.75,11215.75,11255.75,11335.75,11405.75,11485.75
10740.75,10795.75,10945.75,11035.75,11045.75,11155.75,11245.75,11335.75
9785.75,9795.75,9800.75,9820.75,9830.75,9850.75,9870.75,9890.75
10280.75,10340.75,10310.75,10300.75,10350.75,10400.75,10415.75,10435.75
973.75,987.75,992.75,997.75,989.75,996.75,1002.75,1007.75
12550.75,12625.75,12715.75,12755.75,12800.75,12900.75,12945.75,13010.75
7160.75,7220.75,7300.75,7360.75,7430.75,7500.75,7570.75,7640.75
8232.75,11507.75,13425.75,13775.75,14075.75,13275.75,14575.75,14575.75
10140.75,11880.75,10080.75,10210.75,10580.75,12010.75,10085.75,10295.75
3354.95,3367.95,3455.95,3453.95,3454.95,3461.95,3531.95,3544.95
10040.75,9910.75,9870.75,9875.75,9875.75,9870.75,9890.75,9905.75
3232.9402,3291.1587,3362.1858,3237.6997,3291.9553,3362.1658,3333.216,3361.1406
1574.1157,1575.1947,1581.1533,1577.9031,1591.1957,1587.9551,1591.4591,1589.2327
2477.2383,2473.166,2357.1902,2534.1858,2551.111,2561.1113,2397.164,2517.1
2383.5557,2357.905,2367.1292,2357.1946,2351.895,2357.6677,2357.1953,2357.6558
2877.195,2833.1514,3083.1692,3013.1238,2887.1458,2927.1702,3151.235,3061.1758
4971.7188,4985.3994,5182.155,4937.59,4933.89,4981.95,5142.25,5152.75
3367.178,3361.8,3344.7,3361.8,3354.7,3362.7,3374.7,3392.7
4330.75,4650.75,4500.75,4550.75,4500.75,4750.75,4750.75,4700.75
4383.75,4437.5,4501.75,4537.5,4581.75,4627.75,4657.75,4695.75
21311.7,21375.7,22095.7,22475.7,22395.7,22655.7,23095.7,23315.7
1200.75,1200.75,1250.75,1250.75,1300.75,1350.75,1375.75,1390.75
911.7,942.7,934.7,900.7,936.7,936.7,847.7,918.7
6380.75,6235.75,6360.75,6400.75,6380.75,6390.75,6470.75,6485.75
4387.4,4231.7,4471.7,4387.4,4431.7,4357.4,4507.4,4437.4
2513.75,2527.75,2543.75,2561.75,2561.75,2571.75,2581.75,2601.75
4462.85,4131.85,3932.85,4500.85,4440.85,4135.85,4430.85,4500.85
9382.17,9332.94,9387.94,9503.94,9601.94,9707.94,9763.94,9821.94
3700.75,3735.75,3790.75,3855.75,3920.75,3950.75,3980.75,4015.75
10062.8,10123.8,10207.8,10237.8,10307.8,10363.8,10419.8,10487.8
5063.18,5097.98,5145.86,5177.66,5211.66,5231.66,5280.18,5353.14
14573.8,13395.8,12591.8,13585.8,12875.8,13355.8,13375.8,13385.8
12090.75,8410.75,12055.75,12415.75,9000.75,11300.75,12095.75,12085.75
6500.75,6000.75,6550.75,6550.75,7000.75,7000.75,6500.75,6500.75
20020.75,19050.75,19575.75,20075.75,20100.75,20300.75,20575.75,20775.75
12985.184,13375.184,13415.184,13985.184,13495.184,13855.184,13975.184,14595.184
2863.75,2733.75,2767.75,2923.75,2883.75,2877.75,2903.75,2877.75
4950.75,4955.75,4850.75,4850.75,4850.75,4930.75,4950.75,4975.75
6900.75,5875.75,6500.75,6500.75,6675.75,5550.75,6500.75,6900.75
6702.0,6362.0,6935.0,6621.0,6662.0,6617.0,6902.0,6791.0
1983.186,1787.154,1892.174,1931.202,2015.146,1851.154,1941.134,1921.142
17995.14,14585.94,16695.14,17695.94,18495.94,15895.94,18995.94,19595.94
2741.7,3233.4,3131.7,3251.7,3233.7,3357.7,3362.7,3367.7
5322.6,4750.6,6551.6,5573.6,5357.6,5573.6,6427.6,5557.6
1502.8,1515.8,1533.8,1551.8,1563.8,1577.8,1583.8,1601.8
3820.75,3800.75,3920.75,4100.75,4000.75,3950.75,4070.75,4200.75
7853.75,8011.75,7941.75,7933.75,7941.75,8051.75,8081.75,8083.75
1340.75,1200.75,1250.75,1300.75,1350.75,1330.75,1330.75,1340.75
8630.75,9030.75,8350.75,8530.75,8000.75,8530.75,8430.75,8480.75
8171.75,8353.75,8351.75,8437.75,8357.75,8487.75,8633.75,8631.75
15755.75,15849.75,16007.75,16207.75,16235.75,16455.75,16655.75,16775.75
8433.75,8483.75,8557.75,8633.75,8681.75,8727.75,8793.75,8891.75
13740.75,13300.75,12400.75,12000.75,12000.75,11300.75,10400.75,10300.75
9960.75,10075.75,9890.75,10155.75,9875.75,10055.75,10085.75,10240.75
835.0,835.0,843.0,863.0,863.0,868.0,874.0,880.0
4400.75,4200.75,4200.75,5000.75,5000.75,5050.75,4500.75,4500.75
2700.75,2750.75,2600.75,2550.75,2550.75,2555.75,2550.75,2555.75
2260.75,2060.75,2000.75,1850.75,2170.75,2130.75,2080.75,2050.75
1742.142,1731.152,1757.133,1783.185,1757.14,1783.17,1803.14,1821.02
5550.85,5001.85,6833.85,6677.85,5942.85,5902.85,6462.85,6673.85
2737.7,2867.7,2951.7,2991.7,3041.7,3081.7,3127.7,3157.7
2477.2,2357.8,2233.7,2191.7,2171.7,2131.7,2091.7,2061.7
10095.985,9900.125,10795.139,10695.185,11085.175,10295.175,11395.185,10795.185
9113.75,9001.75,8957.75,9003.75,9333.75,9331.75,9337.75,9343.75
10767.75,10585.75,10775.75,10855.75,10855.75,10875.75,11055.75,11275.75
3934.7,2234.7,3371.7,2434.7,3541.7,2457.7,3362.7,2887.7
9081.7,6551.7,9600.7,8132.7,7422.7,9441.7,8442.7,9597.7
4371.67,4075.75,4233.75,4103.75,4650.75,4311.75,4387.75,4201.75
2533.4,1933.4,2401.7,2313.7,2401.7,2253.7,2407.7,2353.7
5920.75,6000.75,6500.75,6700.75,6000.75,6400.75,6500.75,6700.75
3800.75,3640.75,3900.75,4000.75,3990.75,3950.75,4050.75,3925.75
2307.98,2297.98,2353.98,2401.98,2451.98,2487.98,2531.98,2557.98
5353.85,5851.85,6007.85,6093.85,5357.85,5857.85,6007.85,6073.85
19855.75,19955.75,20085.75,20395.75,20395.75,20555.75,20815.75,20975.75
18585.4,18865.4,18995.4,19255.4,19465.4,19575.4,19775.4,19975.4
6680.75,6780.75,6700.75,7930.75,6700.75,6880.75,6910.75,8170.75
3711.7,4142.7,4002.7,5620.7,3687.7,4232.7,4180.7,5700.7
2084.75,2201.75,2367.75,2321.75,2203.75,2401.75,2531.75,2447.75
3454.8,3491.8,3531.8,3557.8,3591.8,3623.8,3647.8,3671.8
9900.75,9960.75,10035.75,10065.75,10065.75,10100.75,10125.75,10135.75
9360.75,9360.75,9430.75,9500.75,9380.75,9410.75,9530.75,9550.75
10180.75,10270.75,10260.75,10280.75,10295.75,10350.75,10355.75,10385.75
9280.75,9180.75,9360.75,9380.75,9360.75,9340.75,9440.75,9500.75
1237.75,1241.75,1254.75,1273.75,1291.75,1293.75,1301.75,1307.75
10280.75,10340.75,10335.75,10355.75,10370.75,10425.75,10410.75,10455.75
9590.75,9610.75,9700.75,9725.75,9745.75,9755.75,9805.75,9825.75
10990.75,10985.75,11340.75,11355.75,11355.75,11375.75,11555.75,11585.75
10650.75,10700.75,10740.75,10800.75,10850.75,10935.75,11005.75,11085.75
